679.05,,,,,,,,,,,,,,,,,,,,,,,,
246.290267791308,873.478221079815,,,,,,,,,,,,,,,,,,,,,,,
611.149728807553,215.478953940246,941.025801252639,,,,,,,,,,,,,,,,,,,,,,
185.636461950399,1005.34950184621,483.495224891372,819.715564834948,,,,,,,,,,,,,,,,,,,,,
394.544165398614,873.988915462093,1032.79121982921,649.402431780543,185.633254529335,,,,,,,,,,,,,,,,,,,,
892.550722844853,749.71317220123,305.996932928362,552.589972505833,159.686101258784,1037.25464251635,,,,,,,,,,,,,,,,,,,
579.328455402826,394.54117568944,880.662164349402,1034.4090244845,757.20000000071,185.633254432462,677.433893497297,,,,,,,,,,,,,,,,,,
729.671246597689,521.75,159.687737155047,316.615540733603,1034.95391481806,591.328407060394,738.499999402487,883.087198082841,,,,,,,,,,,,,,,,,
815.223624619784,698.599990956305,572.999453813262,863.054381062807,772.99989236108,1045.41252228888,922.680283551718,185.63625892651,383.123923792491,,,,,,,,,,,,,,,,
185.636258942271,618.655889722356,750.029597700698,540.750028625914,882.31786765361,383.124523219578,706.769952879096,1034.7803649786,651.000016045226,559.677956015009,,,,,,,,,,,,,,,
316.615299243188,591.749083874389,836.131979407146,159.687737111478,1043.45683758705,666.665777353438,724.687843166033,738.499921232261,910.16651305942,828.073323795284,528.199880265228,,,,,,,,,,,,,,
506.333334193433,700.333333333333,829.685476316547,590.5,346.972885734446,1045.77683822239,920.742417758037,587.000000159002,845.289036144363,723.000008375513,177.392778774422,738.5,,,,,,,,,,,,,
736,185.636363636364,760.763199012504,562.346945232287,648.80291426648,823.997673828361,554.5,700.001574092406,383.124999999967,801.346972002165,897.290691510856,486,1038.73136507564,,,,,,,,,,,,
864.139862120675,554.499997690442,185.633256733203,1046.04212632773,740.402687241663,394.544301679152,651,707.999551801693,825.194819377872,561.623858321756,567.999999999999,827.482571473085,621.138636186719,928.076786611822,,,,,,,,,,,
709.402195211699,732.500015216141,822.041184945531,477.999999999884,607.249999106431,925.89335264119,568,1074.69517829895,559.500007216652,864.86815366348,177.393100865331,968.897201342207,346.973893905283,520.500000000161,744.499999542268,,,,,,,,,,
486,708.000020227199,694.21063663083,624.990360976207,478.000000317422,559.50309164768,674.99683163036,558.999997181473,837.934321375987,1057.92642584396,771.303389860089,177.395906254768,890.967618700025,346.983610548689,744.562820905321,944.029415537,,,,,,,,,
723,557.666666789204,825.000066994075,675,732.50000140037,827.499153615063,520.5,383.124999990059,744.500000230619,624.000000004606,865.329327583637,928.332213990929,1046.11745813293,627,713,185.636363634847,567.999999999991,,,,,,,,
832,383.124523305875,536.333333332934,820.333333333291,559.730298663294,1044.3594123483,185.636258942273,554.170766745666,590.5,698.000000001214,699.01540718199,623.999980832552,769.277048990959,786.681954056806,744.500567187892,904.854456979464,868.066794492387,699.5,,,,,,,
698,898.301540497171,383.124999990033,567.999999999791,650.989479476491,559.500591118512,736,769.325603055378,531.666666711588,185.636363634847,651.058479396172,702.099036147413,775.198802130758,650.875762190095,623.999926197508,695.435494816146,802.933241649643,844.000000000606,1039.19518275537,,,,,,
747.999999968544,346.983610572045,753.333359988912,832,870.114032339369,824.000000000003,694.000000019041,686.499730608163,477.999999999885,604.333333321696,819,913.606625048626,177.395906254874,561.000000009523,712.99999999355,486,554.5,792.999424987081,1039.08042624806,627.000133412662,,,,,
745.564924394452,1039.00359610283,185.636363636364,561.499999999991,698,554,623.686290200608,675,559.475514590445,694.000000007232,748,675,864.37956335025,912.346164400719,832,835.382639480416,383.124999999997,713,627,782.270873224133,486,,,,
568,621.138636186719,860.487282608746,627,738.5,836.24999999945,346.972875232202,748,177.39277708391,698.000000000002,621.138636186719,833.500304235439,927.625352958002,853.109161381342,481.999999999984,675,1045.94268437537,555,561.623858321756,820.333333328104,554,713,,,
869.872797839557,177.39590625537,696.000000638806,486,1081.65954685604,623.999999224743,853.391089474229,568,651,554.098954532187,824.504212095451,809.06930426013,554.923379777005,744.499983871612,559.500000061796,770.999999976754,346.983610573573,724.001620034816,702.000034989389,747.988375532049,987.586048395716,477.999999999885,921.259498828356,,
819,924.869661467819,712.999995819262,861.333353566534,771,696.000020808958,568,835,1046.12308776465,156.003231577251,827.882989198379,832,357.172414259265,554.5,744.500001130814,824.500811361779,469.334463939877,744.500001130814,249.153594564017,747.999981614468,559.500001618283,879.815128478468,674.982442136073,624.999757165538,
346.972875232202,702.000004482686,744.499999990171,770.49999847648,723.999994292738,875.333414032641,177.39277708391,770.999999997033,1039.02671097943,627,564.961753915368,554.004930509117,481.999999999984,924.74760729428,694,686.5,825.499999962718,554.002147746147,554,561.5,623.99999999977,863.915800775533,564.991079705037,627,832.669535193611
